"","o","nn","FIRM.COSTING_SYSTEM.CP","FIRM.COSTING_SYSTEM.RC_VAR","FIRM.COSTING_SYSTEM.NUMB_Error","FIRM.COSTING_SYSTEM.Error","FIRM.PRODUCTION_ENVIRONMENT.DENS","FIRM.PRODUCTION_ENVIRONMENT.COR","FIRM.PRODUCTION_ENVIRONMENT.Q_VAR","FIRM.PRODUCTION_ENVIRONMENT.NUMB_PRO","FIRM.PRODUCTION_ENVIRONMENT.NUMB_RES","EUCD","MAPE","MSE"
"1",1,1,1,-1,1,0,0.581100854114629,0,1,50,50,60632.83,0.3968,73526795.67
"2",2,2,1,-1,1,0,0.411429763492197,0,1,50,50,110153.59,0.6213,242676256.63
"3",3,3,1,-1,1,0,0.437261848337948,0,1,50,50,107359.76,0.6733,230522375.21
"4",4,4,1,-1,1,0,0.552713045547716,0,1,50,50,48441.84,0.3146,46932233.37
"5",5,5,1,-1,1,0,0.695705583319068,0,1,50,50,86923.54,0.5199,151114048.52
"6",6,6,1,-1,1,0,0.472087400476448,0,1,50,50,83831.76,0.498,140555264.71
"7",7,7,1,-1,1,0,0.549240399664268,0,1,50,50,83046.71,0.48,137935121.06
"8",8,8,1,-1,1,0,0.521215936122462,0,1,50,50,85391.95,0.4403,145835711.93
"9",9,9,1,-1,1,0,0.401784951426089,0,1,50,50,105583.26,0.5907,222956511.71
"10",10,10,1,-1,1,0,0.684155034227297,0,1,50,50,87928.34,0.5614,154627844.06
"11",11,11,1,-1,1,0,0.502035341621377,0,1,50,50,74152.84,0.4237,109972878.45
"12",12,12,1,-1,1,0,0.629702406865545,0,1,50,50,87692.77,0.4851,153800455.02
"13",13,13,1,-1,1,0,0.515932110371068,0,1,50,50,94768.55,0.5681,179621567.61
"14",14,14,1,-1,1,0,0.627988345595077,0,1,50,50,87029.22,0.5349,151481687.7
"15",15,15,1,-1,1,0,0.511393047031015,0,1,50,50,108187.86,0.6161,234092267.86
"16",16,16,1,-1,1,0,0.590083184302785,0,1,50,50,89112.56,0.5341,158820966.09
"17",17,17,1,-1,1,0,0.620766314608045,0,1,50,50,112552.51,0.6907,253361359.87
"18",18,18,1,-1,1,0,0.640705929556861,0,1,50,50,97313.47,0.5937,189398232.24
"19",19,19,1,-1,1,0,0.442773665487766,0,1,50,50,76771.77,0.488,117878088.34
"20",20,20,1,-1,1,0,0.632547880196944,0,1,50,50,101616.52,0.6436,206518341.75
"21",21,21,1,-1,1,0,0.55523883420974,0,1,50,50,82987.75,0.4693,137739319.8
"22",22,22,1,-1,1,0,0.556930562807247,0,1,50,50,60686.75,0.3619,73657622.32
"23",23,23,1,-1,1,0,0.633632114855573,0,1,50,50,75458.8,0.4881,113880617.81
"24",24,24,1,-1,1,0,0.496128490963019,0,1,50,50,88246.89,0.5308,155750258.96
"25",25,25,1,-1,1,0,0.571388737671077,0,1,50,50,102374.02,0.627,209608811.6
"26",26,26,1,-1,1,0,0.685694911377504,0,1,50,50,89485.47,0.5384,160153002.58
"27",27,27,1,-1,1,0,0.458840996725485,0,1,50,50,91732.24,0.5275,168296090.74
"28",28,28,1,-1,1,0,0.660697026015259,0,1,50,50,89512.69,0.5141,160250450.59
"29",29,29,1,-1,1,0,0.516605654545128,0,1,50,50,97723.43,0.5941,190997393.17
"30",30,30,1,-1,1,0,0.566739420243539,0,1,50,50,110285.42,0.596,243257471.35
"31",31,31,1,-1,1,0,0.450086682802066,0,1,50,50,91863.14,0.5191,168776727.14
"32",32,32,1,-1,1,0,0.489011391554959,0,1,50,50,115095,0.6634,264937163.39
"33",33,33,1,-1,1,0,0.530043936194852,0,1,50,50,79155.7,0.4695,125312512.4
"34",34,34,1,-1,1,0,0.547550725680776,0,1,50,50,100049.41,0.5829,200197688.04
"35",35,35,1,-1,1,0,0.603393453126773,0,1,50,50,80357.96,0.4673,129148019.79
"36",36,36,1,-1,1,0,0.598258083313703,0,1,50,50,87673.75,0.4988,153733740.79
"37",37,37,1,-1,1,0,0.539693594537675,0,1,50,50,100842.9,0.5699,203385826.01
"38",38,38,1,-1,1,0,0.661799354059622,0,1,50,50,103609.55,0.6111,214698796.16
"39",39,39,1,-1,1,0,0.600576906441711,0,1,50,50,72600.9,0.4418,105417805.35
"40",40,40,1,-1,1,0,0.553356849611737,0,1,50,50,87822.73,0.4892,154256629.79
"41",41,41,1,-1,1,0,0.649750322219916,0,1,50,50,89174.62,0.4706,159042272.17
"42",42,42,1,-1,1,0,0.453845379780978,0,1,50,50,94129.49,0.5735,177207219.18
"43",43,43,1,-1,1,0,0.462777050444856,0,1,50,50,108282.46,0.6038,234501803.37
"44",44,44,1,-1,1,0,0.452868449897505,0,1,50,50,53959.76,0.3512,58233114.64
"45",45,45,1,-1,1,0,0.608934011752717,0,1,50,50,106267.85,0.6334,225857131.53
"46",46,46,1,-1,1,0,0.677553019952029,0,1,50,50,98676.76,0.5539,194742042
"47",47,47,1,-1,1,0,0.682940229703672,0,1,50,50,69947.58,0.4016,97853281.23
"48",48,48,1,-1,1,0,0.53085234540049,0,1,50,50,91326.71,0.5678,166811376.38
"49",49,49,1,-1,1,0,0.521721612918191,0,1,50,50,103650.43,0.6188,214868232.69
"50",50,50,1,-1,1,0,0.690357757895254,0,1,50,50,84199.67,0.5231,141791678.53
"51",51,51,1,-1,1,0,0.463574786833487,0,1,50,50,103264.99,0.5909,213273150
"52",52,52,1,-1,1,0,0.486256270320155,0,1,50,50,94949.21,0.5145,180307034
"53",53,53,1,-1,1,0,0.505008944356814,0,1,50,50,71087.94,0.4227,101069911.05
"54",54,54,1,-1,1,0,0.457602009223774,0,1,50,50,108804.69,0.7143,236769204.79
"55",55,55,1,-1,1,0,0.513777068234049,0,1,50,50,65208.28,0.3949,85042389.51
"56",56,56,1,-1,1,0,0.531120460061356,0,1,50,50,100253.79,0.52,201016447.78
"57",57,57,1,-1,1,0,0.445200147177093,0,1,50,50,99930.93,0.5747,199723810.94
"58",58,58,1,-1,1,0,0.50982545602601,0,1,50,50,94916.82,0.553,180184040.35
"59",59,59,1,-1,1,0,0.415362024400383,0,1,50,50,70295.66,0.4289,98829584.8
"60",60,60,1,-1,1,0,0.477656873315573,0,1,50,50,86786.44,0.481,150637727.36
"61",61,61,1,-1,1,0,0.516852260683663,0,1,50,50,78001.55,0.4841,121684827.39
"62",62,62,1,-1,1,0,0.451123480848037,0,1,50,50,106573.86,0.5853,227159740.91
"63",63,63,1,-1,1,0,0.571212633466348,0,1,50,50,114377.71,0.6554,261645199.02
"64",64,64,1,-1,1,0,0.670424513472244,0,1,50,50,92965.38,0.5248,172851219.87
"65",65,65,1,-1,1,0,0.472372855967842,0,1,50,50,86298.37,0.563,148948160.66
"66",66,66,1,-1,1,0,0.441510923812166,0,1,50,50,93570.33,0.541,175108131.61
"67",67,67,1,-1,1,0,0.515716951037757,0,1,50,50,110677.51,0.6137,244990205.97
"68",68,68,1,-1,1,0,0.515077380184084,0,1,50,50,110928.89,0.6828,246104367.71
"69",69,69,1,-1,1,0,0.562487059831619,0,1,50,50,96536.11,0.5658,186384394.51
"70",70,70,1,-1,1,0,0.549148719874211,0,1,50,50,86717.01,0.4941,150396800.48
"71",71,71,1,-1,1,0,0.570506915007718,0,1,50,50,76703.37,0.448,117668126.96
"72",72,72,1,-1,1,0,0.453349357051775,0,1,50,50,92656.54,0.529,171704689.53
"73",73,73,1,-1,1,0,0.640836311038584,0,1,50,50,100776.39,0.5894,203117617.73
"74",74,74,1,-1,1,0,0.527711962070316,0,1,50,50,89564.1,0.4919,160434546.89
"75",75,75,1,-1,1,0,0.535428520385176,0,1,50,50,96455.27,0.5499,186072384.02
"76",76,76,1,-1,1,0,0.462344360188581,0,1,50,50,61913.69,0.3559,76666111.97
"77",77,77,1,-1,1,0,0.575735246343538,0,1,50,50,67870.34,0.4354,92127668.18
"78",78,78,1,-1,1,0,0.44305303201545,0,1,50,50,102416.29,0.5859,209781932.75
"79",79,79,1,-1,1,0,0.599252732121386,0,1,50,50,113538.89,0.6039,257821569.77
"80",80,80,1,-1,1,0,0.531321821734309,0,1,50,50,84930.28,0.5501,144263036.55
"81",81,81,1,-1,1,0,0.418956652120687,0,1,50,50,96568.56,0.5661,186509718.17
"82",82,82,1,-1,1,0,0.680500362743623,0,1,50,50,83656.04,0.5153,139966649.19
"83",83,83,1,-1,1,0,0.625519320438616,0,1,50,50,108049.35,0.6147,233493240.24
"84",84,84,1,-1,1,0,0.57519036619924,0,1,50,50,98107.57,0.5783,192501920.83
"85",85,85,1,-1,1,0,0.696214754669927,0,1,50,50,76646.7,0.4792,117494331.32
"86",86,86,1,-1,1,0,0.553112826985307,0,1,50,50,98363.27,0.5315,193506647.33
"87",87,87,1,-1,1,0,0.671090735006146,0,1,50,50,74268.7,0.4455,110316786.55
"88",88,88,1,-1,1,0,0.653091219463386,0,1,50,50,81202.74,0.4518,131877711.32
"89",89,89,1,-1,1,0,0.439585392642766,0,1,50,50,55509.88,0.3178,61626929.65
"90",90,90,1,-1,1,0,0.618006035988219,0,1,50,50,69183.26,0.4572,95726461.55
"91",91,91,1,-1,1,0,0.637625256739557,0,1,50,50,110897.71,0.624,245966026.04
"92",92,92,1,-1,1,0,0.572444489086047,0,1,50,50,101408.89,0.5931,205675241.01
"93",93,93,1,-1,1,0,0.512016346864402,0,1,50,50,100948.15,0.5608,203810563.97
"94",94,94,1,-1,1,0,0.614518955349922,0,1,50,50,110883.75,0.6631,245904132.29
"95",95,95,1,-1,1,0,0.698642237228341,0,1,50,50,54860.4,0.35,60193276.74
"96",96,96,1,-1,1,0,0.503209480922669,0,1,50,50,101101.7,0.5836,204431090.13
"97",97,97,1,-1,1,0,0.486703047621995,0,1,50,50,71283.13,0.4496,101625697.34
"98",98,98,1,-1,1,0,0.633075433131307,0,1,50,50,101778.02,0.5665,207175299.31
"99",99,99,1,-1,1,0,0.473574575223029,0,1,50,50,124428.56,0.7061,309649316.08
"100",100,100,1,-1,1,0,0.524633454298601,0,1,50,50,64140,0.3832,82278800.81
"101",101,101,1,-1,1,0,0.670510140550323,0,1,50,50,87406.07,0.4772,152796426.39
"102",102,102,1,-1,1,0,0.438621214777231,0,1,50,50,94862.11,0.5724,179976400.09
"103",103,103,1,-1,1,0,0.668098414991982,0,1,50,50,101125.51,0.6099,204527371.29
"104",104,104,1,-1,1,0,0.69593258195091,0,1,50,50,79304.2,0.468,125783123.5
"105",105,105,1,-1,1,0,0.410456983069889,0,1,50,50,73033.61,0.4491,106678150.92
"106",106,106,1,-1,1,0,0.586082187178545,0,1,50,50,86513.97,0.5158,149693345.29
"107",107,107,1,-1,1,0,0.657869282504544,0,1,50,50,84023.45,0.509,141198791.2
"108",108,108,1,-1,1,0,0.432262951903977,0,1,50,50,87737.34,0.5854,153956831.19
"109",109,109,1,-1,1,0,0.447425848967396,0,1,50,50,102283.07,0.5934,209236534.38
"110",110,110,1,-1,1,0,0.640423929085955,0,1,50,50,60303.21,0.3653,72729553.57
"111",111,111,1,-1,1,0,0.555445687356405,0,1,50,50,91435.26,0.5782,167208134.94
"112",112,112,1,-1,1,0,0.644316638237797,0,1,50,50,83462.19,0.5104,139318740.07
"113",113,113,1,-1,1,0,0.646349521540105,0,1,50,50,88134.37,0.5217,155353348.46
"114",114,114,1,-1,1,0,0.5735118198907,0,1,50,50,78898.66,0.4646,124499978.75
"115",115,115,1,-1,1,0,0.684915272076614,0,1,50,50,76395.45,0.4519,116725290.06
"116",116,116,1,-1,1,0,0.552307212306187,0,1,50,50,117892.9,0.6108,277974706.85
"117",117,117,1,-1,1,0,0.409849493182264,0,1,50,50,116206.94,0.6617,270081036.45
"118",118,118,1,-1,1,0,0.44240032650996,0,1,50,50,98567.27,0.6095,194310140.66
"119",119,119,1,-1,1,0,0.597901887493208,0,1,50,50,107644.62,0.621,231747282.28
"120",120,120,1,-1,1,0,0.591020845877938,0,1,50,50,92547.01,0.531,171298971.91
"121",121,121,1,-1,1,0,0.699105603783391,0,1,50,50,45924.86,0.32,42181862.03
"122",122,122,1,-1,1,0,0.419045270700008,0,1,50,50,118682.66,0.7658,281711458.99
"123",123,123,1,-1,1,0,0.661901309364475,0,1,50,50,58600.79,0.3732,68681049.55
"124",124,124,1,-1,1,0,0.421029442921281,0,1,50,50,76788.93,0.4597,117930783.69
"125",125,125,1,-1,1,0,0.469470915012062,0,1,50,50,109163.3,0.625,238332521.58
"126",126,126,1,-1,1,0,0.429963748296723,0,1,50,50,82653.39,0.4999,136631642.27
"127",127,127,1,-1,1,0,0.635582888196222,0,1,50,50,71887.18,0.4202,103355343.26
"128",128,128,1,-1,1,0,0.470911214593798,0,1,50,50,69028.98,0.3971,95300007.46
"129",129,129,1,-1,1,0,0.49317033754196,0,1,50,50,80688.33,0.436,130212124.97
"130",130,130,1,-1,1,0,0.660070298612118,0,1,50,50,102753.45,0.6225,211165431.78
"131",131,131,1,-1,1,0,0.573891944717616,0,1,50,50,104768.58,0.6012,219529099.29
"132",132,132,1,-1,1,0,0.667154153925367,0,1,50,50,110056.06,0.5691,242246740.1
"133",133,133,1,-1,1,0,0.532296933652833,0,1,50,50,90140.9,0.5256,162507619.93
"134",134,134,1,-1,1,0,0.537791302823462,0,1,50,50,90886.59,0.525,165207444.25
"135",135,135,1,-1,1,0,0.501619821623899,0,1,50,50,93242.33,0.5371,173882649.09
"136",136,136,1,-1,1,0,0.599795333226211,0,1,50,50,91818.85,0.5918,168614035.69
"137",137,137,1,-1,1,0,0.526956975483336,0,1,50,50,116996.36,0.6295,273762967.83
"138",138,138,1,-1,1,0,0.550110946921632,0,1,50,50,96847.55,0.5574,187588968.92
"139",139,139,1,-1,1,0,0.597013829252683,0,1,50,50,105677.63,0.6777,223355218.67
"140",140,140,1,-1,1,0,0.457402745261788,0,1,50,50,99430.35,0.6172,197727894.2
"141",141,141,1,-1,1,0,0.61573542074766,0,1,50,50,80848.45,0.4555,130729430.29
"142",142,142,1,-1,1,0,0.554740713280626,0,1,50,50,79201.74,0.4797,125458302.51
"143",143,143,1,-1,1,0,0.594510386115871,0,1,50,50,86261.07,0.4784,148819443.19
"144",144,144,1,-1,1,0,0.459461025940254,0,1,50,50,82298.22,0.5088,135459931.29
"145",145,145,1,-1,1,0,0.592833345057443,0,1,50,50,66650.63,0.4128,88846134.14
"146",146,146,1,-1,1,0,0.597235520603135,0,1,50,50,104238.53,0.5072,217313417.13
"147",147,147,1,-1,1,0,0.529020811337978,0,1,50,50,105358.12,0.6283,222006683.31
"148",148,148,1,-1,1,0,0.692003371147439,0,1,50,50,79532.19,0.4573,126507371.43
"149",149,149,1,-1,1,0,0.440151821402833,0,1,50,50,94033.8,0.5837,176847113.94
"150",150,150,1,-1,1,0,0.41640583795961,0,1,50,50,79705.68,0.4927,127059919.04
"151",151,151,1,-1,1,0,0.620327485376038,0,1,50,50,84859.25,0.4616,144021841.98
"152",152,152,1,-1,1,0,0.677203084365465,0,1,50,50,70894.62,0.4156,100520944.17
"153",153,153,1,-1,1,0,0.616745139518753,0,1,50,50,94048.82,0.5562,176903612.01
"154",154,154,1,-1,1,0,0.618916323874146,0,1,50,50,87419.42,0.5081,152843110.62
"155",155,155,1,-1,1,0,0.662213176791556,0,1,50,50,70099.8,0.4201,98279638.35
"156",156,156,1,-1,1,0,0.699107578000985,0,1,50,50,44096.44,0.2443,38889920.49
"157",157,157,1,-1,1,0,0.687858700449578,0,1,50,50,103063.6,0.5736,212442113.7
"158",158,158,1,-1,1,0,0.534994680341333,0,1,50,50,89698.8,0.5003,160917480.68
"159",159,159,1,-1,1,0,0.532904703426175,0,1,50,50,90712.55,0.5162,164575343.56
"160",160,160,1,-1,1,0,0.425594559311867,0,1,50,50,121314.98,0.6786,294346505.73
"161",161,161,1,-1,1,0,0.622424782835878,0,1,50,50,69637.74,0.4297,96988291.11
"162",162,162,1,-1,1,0,0.532620844477788,0,1,50,50,113431.35,0.6554,257333421.53
"163",163,163,1,-1,1,0,0.41017255471088,0,1,50,50,78466.62,0.4805,123140204.63
"164",164,164,1,-1,1,0,0.577815012983046,0,1,50,50,90384.42,0.5207,163386862.54
"165",165,165,1,-1,1,0,0.459922453202307,0,1,50,50,120084.11,0.6994,288403859.22
"166",166,166,1,-1,1,0,0.48135779495351,0,1,50,50,75632.33,0.4472,114404999.01
"167",167,167,1,-1,1,0,0.575699741998687,0,1,50,50,94524.2,0.5792,178696475.82
"168",168,168,1,-1,1,0,0.428479010658339,0,1,50,50,107027.06,0.6415,229095825.31
"169",169,169,1,-1,1,0,0.586618722090498,0,1,50,50,88467.11,0.5162,156528580.9
"170",170,170,1,-1,1,0,0.491544910077937,0,1,50,50,96983.64,0.5393,188116531.25
"171",171,171,1,-1,1,0,0.634349792473949,0,1,50,50,61659.47,0.3856,76037816.57
"172",172,172,1,-1,1,0,0.573709923238493,0,1,50,50,67450.6,0.4361,90991668.42
"173",173,173,1,-1,1,0,0.434846802218817,0,1,50,50,82000.34,0.4788,134481105.75
"174",174,174,1,-1,1,0,0.422858838899992,0,1,50,50,123449.83,0.7198,304797204.67
"175",175,175,1,-1,1,0,0.459267465164885,0,1,50,50,79439.44,0.471,126212485.99
"176",176,176,1,-1,1,0,0.534662771574222,0,1,50,50,83709.47,0.5053,140145494.64
"177",177,177,1,-1,1,0,0.698037700355053,0,1,50,50,59550.79,0.376,70925931.24
"178",178,178,1,-1,1,0,0.659781222557649,0,1,50,50,95737.44,0.4868,183313138.98
"179",179,179,1,-1,1,0,0.494355944753624,0,1,50,50,107325.29,0.6059,230374355.13
"180",180,180,1,-1,1,0,0.438291802420281,0,1,50,50,116267.06,0.6517,270360600.99
"181",181,181,1,-1,1,0,0.604246953409165,0,1,50,50,98729.7,0.5818,194951083.89
"182",182,182,1,-1,1,0,0.465460936189629,0,1,50,50,84797.74,0.4834,143813138.81
"183",183,183,1,-1,1,0,0.503410041914321,0,1,50,50,98959.6,0.6051,195860058.6
"184",184,184,1,-1,1,0,0.411980204749852,0,1,50,50,69627.94,0.4208,96961011.05
"185",185,185,1,-1,1,0,0.405553180724382,0,1,50,50,111306.1,0.6349,247780969.8
"186",186,186,1,-1,1,0,0.690791946696117,0,1,50,50,89134.76,0.4144,158900115.16
"187",187,187,1,-1,1,0,0.530801766482182,0,1,50,50,109260.34,0.6063,238756452.99
"188",188,188,1,-1,1,0,0.631650557997636,0,1,50,50,93043.19,0.5385,173140717.34
"189",189,189,1,-1,1,0,0.688910387828946,0,1,50,50,113395.68,0.6398,257171610.55
"190",190,190,1,-1,1,0,0.466730290278792,0,1,50,50,75823.22,0.456,114983211.95
"191",191,191,1,-1,1,0,0.569362024986185,0,1,50,50,54960.91,0.3236,60414043.49
"192",192,192,1,-1,1,0,0.630677090398967,0,1,50,50,83662.7,0.4442,139988947.65
"193",193,193,1,-1,1,0,0.565271605318412,0,1,50,50,122808.32,0.674,301637646.97
"194",194,194,1,-1,1,0,0.523895777948201,0,1,50,50,103821.61,0.6507,215578536.76
"195",195,195,1,-1,1,0,0.659325781930238,0,1,50,50,113512.39,0.6544,257701248.6
"196",196,196,1,-1,1,0,0.604332997626625,0,1,50,50,96528.08,0.5971,186353416.24
"197",197,197,1,-1,1,0,0.59127481370233,0,1,50,50,84660.75,0.5219,143348835.66
"198",198,198,1,-1,1,0,0.619317415193655,0,1,50,50,77752.48,0.4568,120908972.58
"199",199,199,1,-1,1,0,0.607856848905794,0,1,50,50,76521.93,0.4599,117112128.84
"200",200,200,1,-1,1,0,0.407554766070098,0,1,50,50,98757.68,0.5587,195061588.3
"201",201,1,2,-1,1,0,0.679411158245057,0,1,50,50,90959.62,0.5438,165473046.55
"202",202,2,2,-1,1,0,0.596958039165475,0,1,50,50,107711.34,0.6377,232034653.5
"203",203,3,2,-1,1,0,0.453158449009061,0,1,50,50,176083.05,0.8722,620104823.43
"204",204,4,2,-1,1,0,0.486317103309557,0,1,50,50,116930.14,0.6654,273453129.81
"205",205,5,2,-1,1,0,0.649614740395918,0,1,50,50,100283.5,0.5368,201135594.43
"206",206,6,2,-1,1,0,0.499499544547871,0,1,50,50,157445.57,0.8314,495782131.51
"207",207,7,2,-1,1,0,0.672203962318599,0,1,50,50,61836.96,0.3608,76476196.73
"208",208,8,2,-1,1,0,0.425860186014324,0,1,50,50,155402.34,0.774,482997760.95
"209",209,9,2,-1,1,0,0.548858728026971,0,1,50,50,108220.77,0.628,234234681.47
"210",210,10,2,-1,1,0,0.667154742544517,0,1,50,50,103663.94,0.692,214924233.45
"211",211,11,2,-1,1,0,0.414856119686738,0,1,50,50,166753.51,0.96,556134640.35
"212",212,12,2,-1,1,0,0.466661589615978,0,1,50,50,155428.6,0.9049,483160999.76
"213",213,13,2,-1,1,0,0.689820461766794,0,1,50,50,110579.67,0.6695,244557259.83
"214",214,14,2,-1,1,0,0.665660153864883,0,1,50,50,86258.3,0.5139,148809887.33
"215",215,15,2,-1,1,0,0.556157107464969,0,1,50,50,110469.26,0.6717,244069165.23
"216",216,16,2,-1,1,0,0.530499534471892,0,1,50,50,152832.03,0.7485,467152601.09
"217",217,17,2,-1,1,0,0.481425013695844,0,1,50,50,113596.55,0.6482,258083513.96
"218",218,18,2,-1,1,0,0.430914924712852,0,1,50,50,138870,0.7686,385697538.01
"219",219,19,2,-1,1,0,0.512271963199601,0,1,50,50,133891.97,0.757,358541196.81
"220",220,20,2,-1,1,0,0.627591491607018,0,1,50,50,119190.2,0.7528,284126063.49
"221",221,21,2,-1,1,0,0.559110546833836,0,1,50,50,124521.64,0.6928,310112794.52
"222",222,22,2,-1,1,0,0.552659945632331,0,1,50,50,134842.51,0.7713,363650074.37
"223",223,23,2,-1,1,0,0.569914287840948,0,1,50,50,121040.74,0.713,293017202.17
"224",224,24,2,-1,1,0,0.42523273692932,0,1,50,50,137960.04,0.8603,380659467.9
"225",225,25,2,-1,1,0,0.426045160088688,0,1,50,50,157067.33,0.9361,493402932.84
"226",226,26,2,-1,1,0,0.42896513226442,0,1,50,50,174334.25,0.9018,607848599.63
"227",227,27,2,-1,1,0,0.686327408323996,0,1,50,50,92138.56,0.5486,169790292.66
"228",228,28,2,-1,1,0,0.602951407479122,0,1,50,50,132639.91,0.7903,351866924.06
"229",229,29,2,-1,1,0,0.520418020780198,0,1,50,50,143210.19,0.7884,410183167.84
"230",230,30,2,-1,1,0,0.593636397039518,0,1,50,50,123644.16,0.6671,305757586.08
"231",231,31,2,-1,1,0,0.510365533060394,0,1,50,50,148240.93,0.8326,439507467.29
"232",232,32,2,-1,1,0,0.685370370442979,0,1,50,50,114239.11,0.6071,261011484.41
"233",233,33,2,-1,1,0,0.446944540739059,0,1,50,50,163726.58,0.877,536127889.23
"234",234,34,2,-1,1,0,0.499481994798407,0,1,50,50,123218.17,0.6819,303654363.3
"235",235,35,2,-1,1,0,0.428290726291016,0,1,50,50,163742.22,0.8794,536230282.64
"236",236,36,2,-1,1,0,0.427218760224059,0,1,50,50,124154.62,0.7451,308287388.97
"237",237,37,2,-1,1,0,0.575240102806129,0,1,50,50,153469.07,0.8102,471055127.72
"238",238,38,2,-1,1,0,0.568344771163538,0,1,50,50,74559.36,0.4431,111181977.08
"239",239,39,2,-1,1,0,0.409506868990138,0,1,50,50,135328.72,0.7569,366277251.74
"240",240,40,2,-1,1,0,0.419869694998488,0,1,50,50,239746.13,0.998,1149564151.3
"241",241,41,2,-1,1,0,0.406599054066464,0,1,50,50,177507.44,0.881,630177838.68
"242",242,42,2,-1,1,0,0.481299330550246,0,1,50,50,127579.58,0.8164,325530978.5
"243",243,43,2,-1,1,0,0.496041216421872,0,1,50,50,145592.78,0.8047,423945175.56
"244",244,44,2,-1,1,0,0.591481679352,0,1,50,50,127748.43,0.7179,326393227.73
"245",245,45,2,-1,1,0,0.580376820429228,0,1,50,50,124685.04,0.7192,310927175.6
"246",246,46,2,-1,1,0,0.461290814331733,0,1,50,50,145091.05,0.7924,421028277.71
"247",247,47,2,-1,1,0,0.589876418467611,0,1,50,50,110028.57,0.6467,242125739.57
"248",248,48,2,-1,1,0,0.470185555727221,0,1,50,50,149241.35,0.9137,445459605.4
"249",249,49,2,-1,1,0,0.514405896351673,0,1,50,50,154756.71,0.795,478992790.52
"250",250,50,2,-1,1,0,0.646900485409424,0,1,50,50,105583.03,0.618,222955528.18
"251",251,51,2,-1,1,0,0.618926509004086,0,1,50,50,111812.31,0.6796,250039872.93
"252",252,52,2,-1,1,0,0.604733006213792,0,1,50,50,113343.58,0.6699,256935344.72
"253",253,53,2,-1,1,0,0.699556675413623,0,1,50,50,108026.97,0.6097,233396510.8
"254",254,54,2,-1,1,0,0.521103884815238,0,1,50,50,120805.8,0.611,291880841.61
"255",255,55,2,-1,1,0,0.462812173902057,0,1,50,50,124589.33,0.6769,310450009.34
"256",256,56,2,-1,1,0,0.652498465240933,0,1,50,50,123295.14,0.7005,304033821.94
"257",257,57,2,-1,1,0,0.575522592011839,0,1,50,50,103468.93,0.5675,214116407.58
"258",258,58,2,-1,1,0,0.630886798771098,0,1,50,50,110091.14,0.6868,242401179.68
"259",259,59,2,-1,1,0,0.405480826110579,0,1,50,50,171628.46,0.9516,589126543.89
"260",260,60,2,-1,1,0,0.656471335561946,0,1,50,50,96259.57,0.6061,185318089.68
"261",261,61,2,-1,1,0,0.52988359038718,0,1,50,50,142574.58,0.8508,406550235.77
"262",262,62,2,-1,1,0,0.66644005398266,0,1,50,50,120881,0.7228,292244324.2
"263",263,63,2,-1,1,0,0.558660445408896,0,1,50,50,141506.3,0.8099,400480682.38
"264",264,64,2,-1,1,0,0.682160592428409,0,1,50,50,116306.75,0.6773,270545179.91
"265",265,65,2,-1,1,0,0.528668053005822,0,1,50,50,140691.52,0.7785,395882094.12
"266",266,66,2,-1,1,0,0.484080650541,0,1,50,50,126277.64,0.7732,318920826.55
"267",267,67,2,-1,1,0,0.696961718937382,0,1,50,50,98562.3,0.577,194290531.84
"268",268,68,2,-1,1,0,0.561850286996923,0,1,50,50,101696.27,0.658,206842641.96
"269",269,69,2,-1,1,0,0.5309301443398,0,1,50,50,132946.33,0.7598,353494521.9
"270",270,70,2,-1,1,0,0.653939678729512,0,1,50,50,120049.48,0.7391,288237536.3
"271",271,71,2,-1,1,0,0.682198288361542,0,1,50,50,86499.72,0.4804,149644048.49
"272",272,72,2,-1,1,0,0.665486626885831,0,1,50,50,97521.93,0.5518,190210530.52
"273",273,73,2,-1,1,0,0.647601726953872,0,1,50,50,128663.28,0.713,331084808.18
"274",274,74,2,-1,1,0,0.522716937586665,0,1,50,50,172015.33,0.8913,591785496.3
"275",275,75,2,-1,1,0,0.68558000435587,0,1,50,50,111987.95,0.6409,250826038.26
"276",276,76,2,-1,1,0,0.644987513753585,0,1,50,50,111289.97,0.6464,247709137.16
"277",277,77,2,-1,1,0,0.66920007171575,0,1,50,50,98030.98,0.5706,192201460.6
"278",278,78,2,-1,1,0,0.650519933272153,0,1,50,50,69599.98,0.4239,96883140.93
"279",279,79,2,-1,1,0,0.614028080017306,0,1,50,50,108845.31,0.63,236946025.31
"280",280,80,2,-1,1,0,0.652274094684981,0,1,50,50,98870.87,0.5272,195508979.51
"281",281,81,2,-1,1,0,0.440051263989881,0,1,50,50,151348.5,0.8418,458127353.74
"282",282,82,2,-1,1,0,0.662841205555014,0,1,50,50,88353.91,0.5445,156128264.67
"283",283,83,2,-1,1,0,0.618754171417095,0,1,50,50,130775.23,0.7025,342043217.98
"284",284,84,2,-1,1,0,0.417256126645952,0,1,50,50,158388.86,0.9874,501740618.15
"285",285,85,2,-1,1,0,0.657575232419185,0,1,50,50,146345.18,0.7393,428338247.25
"286",286,86,2,-1,1,0,0.673965648445301,0,1,50,50,126255.43,0.7276,318808654.88
"287",287,87,2,-1,1,0,0.617740499670617,0,1,50,50,125879.76,0.6693,316914288.17
